,text,prediction
3956,Experience in project management and line management,Experience | Experience_skills | project management && Experience | Experience_skills | line management
3957,Knowledge of environmental and sustainability data collection and metrics,Knowledge | knowledge_skills | environmental and sustainability data collection and metrics
3958,Experience of public speaking and ability to communicate complex information to non-expert audiences,ability | knowledge_skills | communicate complex information to non - expert audiences && Experience | Experience_skills | public
3959,"Ability to take initiative, multi-task, prioritize and work under pressure",Ability | knowledge_skills | take initiative && Ability | knowledge_skills | multi - task && Ability | knowledge_skills | prioritize && Ability | knowledge_skills | work under pressure
3960,Excellent knowledge of Microsoft Office (particularly Excel),Excellent knowledge | knowledge_skills | Microsoft Office ( particularly Excel )
3961, Experience of grant writing and reporting and working with funders,Experience | Experience_skills | grant writing and reporting && Experience | Experience_skills | working with funders
3962,Knowledge on the global impacts of consumption on climate and nature,Knowledge | knowledge_skills | the global impacts of consumption on climate and nature
3963,Direct experience of working with government(s),Direct experience | Experience_skills | working with government ( s )
3964,Experience with customer relationship management software,Experience | Experience_skills | customer relationship management software
3965,Proficiency in an additional European language,Proficiency | knowledge_skills | an additional European language
3966,"Demonstrated experience in campaign work, sales, project management, and/or event management preferred;",Demonstrated experience | Experience_skills | campaign work && Demonstrated experience | Experience_skills | sales && Demonstrated experience | Experience_skills | project management && Demonstrated experience | Experience_skills | event management
3967,Demonstrated experience of managing relationships with partners and navigating complex external stakeholder structures;,Demonstrated experience | Experience_skills | managing relationships with partners && Demonstrated experience | Experience_skills | navigating complex external stakeholder structures
3968,"Knowledge of environmental sustainability topics, particularly GHGs, climate change and renewables",Knowledge | knowledge_skills | environmental sustainability topics && Knowledge | knowledge_skills | GHGs && Knowledge | knowledge_skills | climate change && Knowledge | knowledge_skills | renewables && Knowledge | knowledge_areas | environmental sustainability topics && Knowledge | knowledge_areas | GHGs && Knowledge | knowledge_areas | climate change && Knowledge | knowledge_areas | renewables
